"symbol","overallAssociationScore","geneticAssociations","somaticMutations","drugs","pathwaysSystemsBiology","textMining","rnaExpression","animalModels","targetName"
"GAN",0.0014783194187388072,"No data","No data","No data","No data",0.012158615952232422,"No data","No data","gigaxonin"
"KDM5B",0.0014783194187388072,"No data","No data","No data","No data",0.012158615952232422,"No data","No data","lysine demethylase 5B"
"CD163",0.0014783194187388072,"No data","No data","No data","No data",0.012158615952232422,"No data","No data","CD163 molecule"
"GPC3",0.0014783194187388072,"No data","No data","No data","No data",0.012158615952232422,"No data","No data","glypican 3"
"ROCK2",0.0014783194187388072,"No data","No data","No data","No data",0.012158615952232422,"No data","No data","Rho associated coiled-coil containing protein kinase 2"
"SLC6A4",0.0014783194187388072,"No data","No data","No data","No data",0.012158615952232422,"No data","No data","solute carrier family 6 member 4"
"PRKN",0.0014783194187388072,"No data","No data","No data","No data",0.012158615952232422,"No data","No data","parkin RBR E3 ubiquitin protein ligase"
"HMGA2",0.0014783194187388072,"No data","No data","No data","No data",0.012158615952232422,"No data","No data","high mobility group AT-hook 2"
"PINK1",0.0014783194187388072,"No data","No data","No data","No data",0.012158615952232422,"No data","No data","PTEN induced kinase 1"
"CPZ",0.0014783194187388072,"No data","No data","No data","No data",0.012158615952232422,"No data","No data","carboxypeptidase Z"
"RMND1",0.0014783194187388072,"No data","No data","No data","No data",0.012158615952232422,"No data","No data","required for meiotic nuclear division 1 homolog"
"TNFSF12",0.0014783194187388072,"No data","No data","No data","No data",0.012158615952232422,"No data","No data","TNF superfamily member 12"
"TBXT",0.0014783194187388072,"No data","No data","No data","No data",0.012158615952232422,"No data","No data","T-box transcription factor T"
"SNAP25",0.0014783194187388072,"No data","No data","No data","No data",0.012158615952232422,"No data","No data","synaptosome associated protein 25"
"GZMK",0.0014783194187388072,"No data","No data","No data","No data",0.012158615952232422,"No data","No data","granzyme K"
"PAX5",0.0014783194187388072,"No data","No data","No data","No data",0.012158615952232422,"No data","No data","paired box 5"
"PLCE1",0.0014783194187388072,"No data","No data","No data","No data",0.012158615952232422,"No data","No data","phospholipase C epsilon 1"
"APP",0.0014783194187388072,"No data","No data","No data","No data",0.012158615952232422,"No data","No data","amyloid beta precursor protein"
"PLCD4",0.0014783194187388072,"No data","No data","No data","No data",0.012158615952232422,"No data","No data","phospholipase C delta 4"
"IFITM5",0.0014783194187388072,"No data","No data","No data","No data",0.012158615952232422,"No data","No data","interferon induced transmembrane protein 5"
"KMT5A",0.0014783194187388072,"No data","No data","No data","No data",0.012158615952232422,"No data","No data","lysine methyltransferase 5A"
"TG",0.0014783194187388072,"No data","No data","No data","No data",0.012158615952232422,"No data","No data","thyroglobulin"
"BMP2",0.0014783194187388072,"No data","No data","No data","No data",0.012158615952232422,"No data","No data","bone morphogenetic protein 2"
"IGF2",0.0014783194187388072,"No data","No data","No data","No data",0.012158615952232422,"No data","No data","insulin like growth factor 2"
"REN",0.0014783194187388072,"No data","No data","No data","No data",0.012158615952232422,"No data","No data","renin"
"SERPINE1",0.0014783194187388072,"No data","No data","No data","No data",0.012158615952232422,"No data","No data","serpin family E member 1"
"BAX",0.0014783194187388072,"No data","No data","No data","No data",0.012158615952232422,"No data","No data","BCL2 associated X, apoptosis regulator"
"TAS2R62P",0.0014783194187388072,"No data","No data","No data","No data",0.012158615952232422,"No data","No data","taste 2 receptor member 62 pseudogene"
"TNFRSF12A",0.0014783194187388072,"No data","No data","No data","No data",0.012158615952232422,"No data","No data","TNF receptor superfamily member 12A"
"SPINK2",0.0014783194187388072,"No data","No data","No data","No data",0.012158615952232422,"No data","No data","serine peptidase inhibitor Kazal type 2"
"CPN1",0.0014783194187388072,"No data","No data","No data","No data",0.012158615952232422,"No data","No data","carboxypeptidase N subunit 1"
"SIX6",0.0014783194187388072,"No data","No data","No data","No data",0.012158615952232422,"No data","No data","SIX homeobox 6"
"CPM",0.0014783194187388072,"No data","No data","No data","No data",0.012158615952232422,"No data","No data","carboxypeptidase M"
"CAPZA1",0.00039761849932642615,0.0006540522389860009,"No data","No data","No data","No data","No data","No data","capping actin protein of muscle Z-line subunit alpha 1"
"BTBD9",0.0003806669583441564,0.0006261682412532536,"No data","No data","No data","No data","No data","No data","BTB domain containing 9"
"HLA-DQA2",0.000338730803904103,0.0005571864515416481,"No data","No data","No data","No data","No data","No data","major histocompatibility complex, class II, DQ alpha 2"
"PVT1",0.0003154481796799276,0.000518888302614754,"No data","No data","No data","No data","No data","No data","Pvt1 oncogene"
"IMMP2L",0.00026961307589201184,0.00044349303728523256,"No data","No data","No data","No data","No data","No data","inner mitochondrial membrane peptidase subunit 2"
"PHRF1",0.00026750822889528376,0.0004400307238031761,"No data","No data","No data","No data","No data","No data","PHD and ring finger domains 1"
"CCHCR1",0.00026283736208878287,0.0004323475025798866,"No data","No data","No data","No data","No data","No data","coiled-coil alpha-helical rod protein 1"
"DKKL1",0.0002568183907490586,0.0004224467517652034,"No data","No data","No data","No data","No data","No data","dickkopf like acrosomal protein 1"
"SLC4A7",0.0002533935201456159,0.0004168130996835882,"No data","No data","No data","No data","No data","No data","solute carrier family 4 member 7"
"UBE2L3",0.0002463132978439962,0.00040516667162066435,"No data","No data","No data","No data","No data","No data","ubiquitin conjugating enzyme E2 L3"
"SRPRB",0.00024540181064505506,0.0004036673443904564,"No data","No data","No data","No data","No data","No data","SRP receptor subunit beta"
"PRDM16",0.00021969076406463307,0.00036137462508517847,"No data","No data","No data","No data","No data","No data","PR/SET domain 16"
"YDJC",0.0002055502260572823,0.0003381145137979979,"No data","No data","No data","No data","No data","No data","YdjC chitooligosaccharide deacetylase homolog"
"ME2",0.00020228540408476195,0.00033274412956126097,"No data","No data","No data","No data","No data","No data","malic enzyme 2"
"FOXO1",0.00019323932156155809,0.0003178640107076953,"No data","No data","No data","No data","No data","No data","forkhead box O1"
"ZNF804B",0.0001820940925253096,0.0002995309552348771,"No data","No data","No data","No data","No data","No data","zinc finger protein 804B"
"DLG2",0.00017982740766781685,0.00029580243076071346,"No data","No data","No data","No data","No data","No data","discs large MAGUK scaffold protein 2"
"CADM2",0.00017595341976360076,0.00028943001482219574,"No data","No data","No data","No data","No data","No data","cell adhesion molecule 2"
"CDKN2B-AS1",0.00017493512658798782,0.0002877549998704718,"No data","No data","No data","No data","No data","No data","CDKN2B antisense RNA 1"
"FCRL3",0.00017288136982368678,0.00028437672594131794,"No data","No data","No data","No data","No data","No data","Fc receptor like 3"
"TP63",0.0001641118323685115,0.00026995150272573457,"No data","No data","No data","No data","No data","No data","tumor protein p63"
"HMGCR",0.00016371655682971865,0.000269301304478918,"No data","No data","No data","No data","No data","No data","3-hydroxy-3-methylglutaryl-CoA reductase"
"KCNN3",0.00016187766940912188,0.00026627647430446194,"No data","No data","No data","No data","No data","No data","potassium calcium-activated channel subfamily N member 3"
"PDZRN4",0.00016171416111203021,0.0002660075155714383,"No data","No data","No data","No data","No data","No data","PDZ domain containing ring finger 4"
"PLCL2",0.00016158378045258586,0.00026579304928686025,"No data","No data","No data","No data","No data","No data","phospholipase C like 2"
"GPLD1",0.00015951633564577326,0.0002623922595671504,"No data","No data","No data","No data","No data","No data","glycosylphosphatidylinositol specific phospholipase D1"
"TSHZ3",0.0001592683158236807,0.00026198428579272254,"No data","No data","No data","No data","No data","No data","teashirt zinc finger homeobox 3"
"CAPN5",0.00015616249057677853,0.000256875439096513,"No data","No data","No data","No data","No data","No data","calpain 5"
"NFKBIA",0.00015553205872181138,0.00025583842656573823,"No data","No data","No data","No data","No data","No data","NFKB inhibitor alpha"
"NOTCH4",0.00015410366997557784,0.00025348883554017205,"No data","No data","No data","No data","No data","No data","notch receptor 4"
"HHEX",0.00015385617436503458,0.0002530817240539378,"No data","No data","No data","No data","No data","No data","hematopoietically expressed homeobox"
"C16orf78",0.00015250582124976022,0.000250860495715812,"No data","No data","No data","No data","No data","No data","chromosome 16 open reading frame 78"
"TSEN2",0.00014838935652196776,0.00024408922381452842,"No data","No data","No data","No data","No data","No data","tRNA splicing endonuclease subunit 2"
"HUNK",0.00014769057379849298,0.00024293977929515208,"No data","No data","No data","No data","No data","No data","hormonally up-regulated Neu-associated kinase"
"APOB",0.00014679103445778334,0.000241460105384497,"No data","No data","No data","No data","No data","No data","apolipoprotein B"
"LRRC32",0.00014593209578461883,0.00024004721648901903,"No data","No data","No data","No data","No data","No data","leucine rich repeat containing 32"
"FGF5",0.00014542903334793523,0.00023921971697976572,"No data","No data","No data","No data","No data","No data","fibroblast growth factor 5"
"CD86",0.0001443505622129029,0.00023744571385429596,"No data","No data","No data","No data","No data","No data","CD86 molecule"
"KNG1",0.00013804223095083333,0.0002270689879393512,"No data","No data","No data","No data","No data","No data","kininogen 1"
"HDAC9",0.0001376770131442548,0.0002264682323796504,"No data","No data","No data","No data","No data","No data","histone deacetylase 9"
"MCPH1",0.0001371819918287543,0.00022565395990415597,"No data","No data","No data","No data","No data","No data","microcephalin 1"
"DGKH",0.00013714413763628248,0.0002255916926319261,"No data","No data","No data","No data","No data","No data","diacylglycerol kinase eta"
"ST6GALNAC3",0.00013689885773264548,0.00022518822581530707,"No data","No data","No data","No data","No data","No data","ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3"
"PSCA",0.00013643088670084387,0.00022441844900248544,"No data","No data","No data","No data","No data","No data","prostate stem cell antigen"
"TYMP",0.00013617093098787763,0.00022399084159389958,"No data","No data","No data","No data","No data","No data","thymidine phosphorylase"
"ERCC4",0.00013593087945727356,0.00022359597505391317,"No data","No data","No data","No data","No data","No data","ERCC excision repair 4, endonuclease catalytic subunit"
"GPC5",0.00013491119030882394,0.00022191866383287342,"No data","No data","No data","No data","No data","No data","glypican 5"
"SPON1",0.00013417900136778477,0.00022071426862224134,"No data","No data","No data","No data","No data","No data","spondin 1"
"KIDINS220",0.00013412589094340807,0.00022062690600698094,"No data","No data","No data","No data","No data","No data","kinase D interacting substrate 220"
"RORA",0.00013349340258463676,0.00021958651068360504,"No data","No data","No data","No data","No data","No data","RAR related orphan receptor A"
"ODF3B",0.00013274938762448724,0.00021836266256952276,"No data","No data","No data","No data","No data","No data","outer dense fiber of sperm tails 3B"
"TMEM229B",0.00013118107529544494,0.00021578290787506785,"No data","No data","No data","No data","No data","No data","transmembrane protein 229B"
"SEC16B",0.00013080149100617362,0.00021515852054222897,"No data","No data","No data","No data","No data","No data","SEC16 homolog B, endoplasmic reticulum export factor"
"MIR137",0.000128199323076445,0.0002108781518885076,"No data","No data","No data","No data","No data","No data","microRNA 137"
"PTPRK",0.00012535903414478017,0.00020620609226786743,"No data","No data","No data","No data","No data","No data","protein tyrosine phosphatase receptor type K"
"QPCTL",0.0001242939877309044,0.0002044541717893195,"No data","No data","No data","No data","No data","No data","glutaminyl-peptide cyclotransferase like"
"CPEB4",0.00012420872621701383,0.0002043139230731407,"No data","No data","No data","No data","No data","No data","cytoplasmic polyadenylation element binding protein 4"
"NUBPL",0.00012347647586628837,0.00020310942684823773,"No data","No data","No data","No data","No data","No data","nucleotide binding protein like"
"PRKG1",0.00012272845429164972,0.0002018789881575555,"No data","No data","No data","No data","No data","No data","protein kinase cGMP-dependent 1"
"TNXB",0.0001216024030757971,0.0002000267194120395,"No data","No data","No data","No data","No data","No data","tenascin XB"
"PTPRD",0.00012146861477908392,0.00019980664782290666,"No data","No data","No data","No data","No data","No data","protein tyrosine phosphatase receptor type D"
"MPP7",0.00012132190514524502,0.00019956532161535923,"No data","No data","No data","No data","No data","No data","MAGUK p55 scaffold protein 7"
"SOX17",0.00011990630407009594,0.0001972367653377195,"No data","No data","No data","No data","No data","No data","SRY-box transcription factor 17"
"ELMO1",0.00011954644434776607,0.00019664482341975176,"No data","No data","No data","No data","No data","No data","engulfment and cell motility 1"
"PDE4D",0.00011892352548036494,0.00019562016918303865,"No data","No data","No data","No data","No data","No data","phosphodiesterase 4D"
"GAB3",0.00011667042382145507,0.00019191398803912945,"No data","No data","No data","No data","No data","No data","GRB2 associated binding protein 3"
"LHCGR",0.00011632349657079752,0.00019134331905506,"No data","No data","No data","No data","No data","No data","luteinizing hormone/choriogonadotropin receptor"
"MCF2L",0.0001158375279207344,0.00019054393752681312,"No data","No data","No data","No data","No data","No data","MCF.2 cell line derived transforming sequence like"
"BMPR1B",0.00011534508355058056,0.00018973390393073854,"No data","No data","No data","No data","No data","No data","bone morphogenetic protein receptor type 1B"
"HLA-B",0.0001152751717625321,0.00018961890434801774,"No data","No data","No data","No data","No data","No data","major histocompatibility complex, class I, B"
"CACNB2",0.00011503133144185258,0.0001892178055360518,"No data","No data","No data","No data","No data","No data","calcium voltage-gated channel auxiliary subunit beta 2"
"XPO7",0.00011485796437837828,0.00018893262988093544,"No data","No data","No data","No data","No data","No data","exportin 7"
"SLC9A9",0.0001145475752129719,0.00018842206327265404,"No data","No data","No data","No data","No data","No data","solute carrier family 9 member A9"
"SASH1",0.0001144445856145686,0.00018825265320360026,"No data","No data","No data","No data","No data","No data","SAM and SH3 domain containing 1"
"HERC2",0.00011103367687426407,0.00018264196732667976,"No data","No data","No data","No data","No data","No data","HECT and RLD domain containing E3 ubiquitin protein ligase 2"
"GARNL3",0.00011097014162199556,0.00018253745666112686,"No data","No data","No data","No data","No data","No data","GTPase activating Rap/RanGAP domain like 3"
"PRB2",0.00011071689296402594,0.00018212088184872295,"No data","No data","No data","No data","No data","No data","proline rich protein BstNI subfamily 2"
"PSD3",0.00010950229261551757,0.00018012295650379854,"No data","No data","No data","No data","No data","No data","pleckstrin and Sec7 domain containing 3"
"ACOXL",0.00010921641186930259,0.00017965270438408668,"No data","No data","No data","No data","No data","No data","acyl-CoA oxidase like"
"RAD51B",0.00010689565263445039,0.00017583523166520194,"No data","No data","No data","No data","No data","No data","RAD51 paralog B"
"CHRNA3",0.00010377745629802768,0.0001707060354661063,"No data","No data","No data","No data","No data","No data","cholinergic receptor nicotinic alpha 3 subunit"
