ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
218965_s_at	0.981449	7.54e-01	-0.323759	-6.47288	-0.177488	TUT1	terminal uridylyl transferase 1, U6 snRNA-specific
221199_at	0.981449	7.54e-01	0.323722	-6.47289	0.0536039	GFRA4	GDNF family receptor alpha 4
203511_s_at	0.981449	7.54e-01	-0.323699	-6.4729	-0.0699253	TRAPPC3	trafficking protein particle complex 3
210769_at	0.981449	7.54e-01	0.323584	-6.47294	0.1817199	CNGB1	cyclic nucleotide gated channel beta 1
213126_at	0.981449	7.54e-01	-0.323516	-6.47297	-0.2326834	MED8	mediator complex subunit 8
221764_at	0.981449	7.55e-01	-0.323391	-6.47301	-0.1677515	R3HDM4	R3H domain containing 4
210983_s_at	0.981449	7.55e-01	-0.323385	-6.47301	-0.126959	MCM7	minichromosome maintenance complex component 7
216850_at	0.981449	7.55e-01	0.323345	-6.47303	0.2485862	LOC101930404///SNORD116-28///SNORD115-26///SNORD115-13///SNORD115-7///SNORD116-22///SNORD116-4///PWARSN///SNORD107///SNURF///SNRPN///IPW	uncharacterized LOC101930404///small nucleolar RNA, C/D box 116-28///small nucleolar RNA, C/D box 115-26///small nucleolar RNA, C/D box 115-13///small nucleolar RNA, C/D box 115-7///small nucleolar RNA, C/D box 116-22///small nucleolar RNA, C/D box 116-4///Prader Willi/Angelman region RNA, SNRPN neighbor///small nucleolar RNA, C/D box 107///SNRPN upstream reading frame///small nuclear ribonucleoprotein polypeptide N///imprinted in Prader-Willi syndrome (non-protein coding)
203855_at	0.981449	7.55e-01	-0.323253	-6.47306	-0.0548104	WDR47	WD repeat domain 47
222059_at	0.981449	7.55e-01	0.32324	-6.47306	0.1590577	ZNF335	zinc finger protein 335
221620_s_at	0.981449	7.55e-01	0.323198	-6.47308	0.0547984	APOO	apolipoprotein O
206747_at	0.981449	7.55e-01	-0.323174	-6.47309	-0.1653449	GPRIN2	G protein regulated inducer of neurite outgrowth 2
218848_at	0.981449	7.55e-01	0.323144	-6.4731	0.1155693	THOC6	THO complex 6
210307_s_at	0.981449	7.55e-01	0.323138	-6.4731	0.076304	KLHL25	kelch like family member 25
214541_s_at	0.981449	7.55e-01	-0.32313	-6.4731	-0.1537672	QKI	QKI, KH domain containing RNA binding
211561_x_at	0.981449	7.55e-01	0.323119	-6.47311	0.08183	MAPK14	mitogen-activated protein kinase 14
217627_at	0.9814649	7.55e-01	-0.323016	-6.47314	-0.0818154	ZNF573	zinc finger protein 573
214867_at	0.9814649	7.55e-01	-0.322973	-6.47316	-0.1261448	ZSWIM8-AS1///NDST2	ZSWIM8 antisense RNA 1///N-deacetylase and N-sulfotransferase 2
217215_s_at	0.9814649	7.55e-01	-0.322893	-6.47318	-0.1363041		
221791_s_at	0.9814649	7.55e-01	0.322834	-6.47321	0.0661739	TMA7	translation machinery associated 7 homolog
205319_at	0.9814649	7.55e-01	0.322724	-6.47324	0.1623311	PSCA	prostate stem cell antigen
220179_at	0.9814649	7.55e-01	0.322615	-6.47328	0.1719317	DPEP3	dipeptidase 3
221541_at	0.9814649	7.55e-01	-0.322582	-6.47329	-0.0889167	CRISPLD2	cysteine rich secretory protein LCCL domain containing 2
216085_at	0.9814649	7.55e-01	0.322562	-6.4733	0.2043068	OBSCN///DKFZP434C153	obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF///DKFZP434C153 protein
217612_at	0.9814649	7.55e-01	-0.322559	-6.4733	-0.3045857	TIMM50	translocase of inner mitochondrial membrane 50
214118_x_at	0.9815428	7.55e-01	-0.322417	-6.47335	-0.0534084	PCM1	pericentriolar material 1
208385_at	0.981638	7.55e-01	-0.322256	-6.47341	-0.1243185	NR2E3	nuclear receptor subfamily 2 group E member 3
201464_x_at	0.981663	7.55e-01	0.322119	-6.47346	0.0702359	JUN	Jun proto-oncogene, AP-1 transcription factor subunit
210973_s_at	0.981663	7.55e-01	0.322109	-6.47346	0.3645303	FGFR1	fibroblast growth factor receptor 1
219754_at	0.9817134	7.56e-01	0.321967	-6.47351	0.2159072	RBM41	RNA binding motif protein 41
214605_x_at	0.9817134	7.56e-01	0.321861	-6.47355	0.2978184	GPR1	G protein-coupled receptor 1
214222_at	0.9817134	7.56e-01	-0.321828	-6.47356	-0.1256467	DNAH7	dynein axonemal heavy chain 7
219301_s_at	0.9817134	7.56e-01	0.321815	-6.47356	0.2995679	CNTNAP2	contactin associated protein-like 2
216421_at	0.9818259	7.56e-01	0.321464	-6.47368	0.048756		
204267_x_at	0.9818259	7.56e-01	-0.321448	-6.47369	-0.0665974	PKMYT1	protein kinase, membrane associated tyrosine/threonine 1
211735_x_at	0.9818259	7.56e-01	0.321411	-6.4737	0.1082512	SFTPC	surfactant protein C
204787_at	0.9818259	7.56e-01	-0.321356	-6.47372	-0.0624247	VSIG4	V-set and immunoglobulin domain containing 4
212558_at	0.9818259	7.56e-01	-0.321252	-6.47376	-0.0735204	SPRY1	sprouty RTK signaling antagonist 1
207599_at	0.9818259	7.56e-01	-0.321143	-6.4738	-0.1785166	MMP20	matrix metallopeptidase 20
220947_s_at	0.9818259	7.56e-01	-0.321036	-6.47383	-0.0655962	TBC1D10B	TBC1 domain family member 10B
220314_at	0.9818259	7.56e-01	0.321027	-6.47384	0.1517126	HSFX1///HSFX2	heat shock transcription factor family, X-linked 1///heat shock transcription factor family, X-linked 2
201112_s_at	0.9818259	7.56e-01	0.321004	-6.47384	0.0553673	CSE1L	chromosome segregation 1 like
206070_s_at	0.9818259	7.56e-01	0.320995	-6.47385	0.195361	EPHA3	EPH receptor A3
216554_s_at	0.9818259	7.56e-01	0.32098	-6.47385	0.1175313	ENO1	enolase 1
205814_at	0.9818259	7.56e-01	0.320973	-6.47386	0.2060333	GRM3	glutamate metabotropic receptor 3
219659_at	0.981837	7.56e-01	0.320803	-6.47391	0.1028653	ATP8A2	ATPase phospholipid transporting 8A2
215418_at	0.981837	7.56e-01	0.320783	-6.47392	0.1062214	PARVA	parvin alpha
208612_at	0.981837	7.56e-01	0.320753	-6.47393	0.0556742	PDIA3	protein disulfide isomerase family A member 3
218893_at	0.981837	7.57e-01	0.320614	-6.47398	0.0751041	ISOC2	isochorismatase domain containing 2
203113_s_at	0.981837	7.57e-01	0.320489	-6.47402	0.0663986	EEF1D	eukaryotic translation elongation factor 1 delta
221433_at	0.981837	7.57e-01	-0.320449	-6.47404	-0.1509299	FGF21	fibroblast growth factor 21
220418_at	0.981837	7.57e-01	0.32026	-6.4741	0.1733914	UBASH3A	ubiquitin associated and SH3 domain containing A
211263_s_at	0.981837	7.57e-01	-0.320245	-6.47411	-0.2471196	PCSK6	proprotein convertase subtilisin/kexin type 6
215811_at	0.981837	7.57e-01	0.320201	-6.47412	0.0667199		
217201_at	0.981837	7.57e-01	0.320196	-6.47413	0.2477221	RASAL2	RAS protein activator like 2
208965_s_at	0.981837	7.57e-01	0.319938	-6.47422	0.0963136	IFI16	interferon gamma inducible protein 16
211369_at	0.981837	7.57e-01	0.31987	-6.47424	0.1983406		
217252_at	0.981837	7.57e-01	0.319857	-6.47424	0.1277933		
219722_s_at	0.981837	7.57e-01	-0.319797	-6.47426	-0.1042677	GDPD3	glycerophosphodiester phosphodiesterase domain containing 3
218989_x_at	0.981837	7.57e-01	0.319793	-6.47427	0.0621189	SLC30A5	solute carrier family 30 member 5
218078_s_at	0.981837	7.57e-01	0.319781	-6.47427	0.0606379	ZDHHC3	zinc finger DHHC-type containing 3
212604_at	0.981837	7.57e-01	-0.319721	-6.47429	-0.1125138	MRPS31	mitochondrial ribosomal protein S31
211900_x_at	0.981837	7.57e-01	-0.319674	-6.47431	-0.1304216	CD6	CD6 molecule
219802_at	0.981837	7.57e-01	-0.319628	-6.47432	-0.0841695	PYROXD1	pyridine nucleotide-disulphide oxidoreductase domain 1
212167_s_at	0.981837	7.57e-01	0.319472	-6.47438	0.0986533	SMARCB1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1
205349_at	0.981837	7.57e-01	-0.31945	-6.47439	-0.1400125	GNA15	G protein subunit alpha 15
205197_s_at	0.981837	7.58e-01	0.319237	-6.47446	0.1218066	ATP7A	ATPase copper transporting alpha
1053_at	0.981837	7.58e-01	0.319178	-6.47448	0.1116247	RFC2	replication factor C subunit 2
205630_at	0.981837	7.58e-01	-0.319169	-6.47448	-0.1545459	CRH	corticotropin releasing hormone
206755_at	0.981837	7.58e-01	0.31914	-6.47449	0.2043143	CYP2B6	cytochrome P450 family 2 subfamily B member 6
214274_s_at	0.981837	7.58e-01	0.31913	-6.4745	0.050622	ACAA1	acetyl-CoA acyltransferase 1
216884_at	0.981837	7.58e-01	-0.319109	-6.4745	-0.2440824	PTPN12	protein tyrosine phosphatase, non-receptor type 12
214939_x_at	0.981837	7.58e-01	0.318982	-6.47455	0.2643587	AFDN	afadin, adherens junction formation factor
222234_s_at	0.981837	7.58e-01	-0.318977	-6.47455	-0.3012559	DBNDD1	dysbindin domain containing 1
211662_s_at	0.981837	7.58e-01	-0.318961	-6.47455	-0.0516792	VDAC2	voltage dependent anion channel 2
220652_at	0.981837	7.58e-01	-0.318957	-6.47456	-0.2751619	KIF24	kinesin family member 24
204576_s_at	0.981837	7.58e-01	-0.318764	-6.47462	-0.0594211	CLUAP1	clusterin associated protein 1
205273_s_at	0.981837	7.58e-01	0.318564	-6.47469	0.0992047	PITRM1	pitrilysin metallopeptidase 1
210760_x_at	0.981837	7.58e-01	-0.318508	-6.47471	-0.0924406	TRIP11	thyroid hormone receptor interactor 11
219642_s_at	0.981837	7.58e-01	0.318501	-6.47471	0.0909255	PEX5L	peroxisomal biogenesis factor 5 like
207146_at	0.981837	7.58e-01	0.318411	-6.47474	0.1520746	KRT32	keratin 32
217738_at	0.981837	7.58e-01	0.318398	-6.47475	0.0549036	NAMPT	nicotinamide phosphoribosyltransferase
200641_s_at	0.981837	7.58e-01	0.318375	-6.47476	0.1216581	YWHAZ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta
221539_at	0.981837	7.58e-01	-0.318324	-6.47477	-0.0788913	EIF4EBP1	eukaryotic translation initiation factor 4E binding protein 1
220707_s_at	0.981837	7.58e-01	0.318263	-6.4748	0.1756677	FOXRED2	FAD dependent oxidoreductase domain containing 2
211052_s_at	0.981837	7.58e-01	0.318234	-6.47481	0.1139038	TBCD	tubulin folding cofactor D
215533_s_at	0.981837	7.58e-01	0.318225	-6.47481	0.157567	UBE4B	ubiquitination factor E4B
203842_s_at	0.981837	7.58e-01	-0.318166	-6.47483	-0.2771028	MAPRE3	microtubule associated protein RP/EB family member 3
212156_at	0.981837	7.58e-01	-0.318128	-6.47484	-0.0699457	VPS39	VPS39, HOPS complex subunit
209949_at	0.981837	7.58e-01	0.318044	-6.47487	0.2815267	NCF2	neutrophil cytosolic factor 2
220105_at	0.981837	7.58e-01	0.318011	-6.47488	0.0966236	RSPH14	radial spoke head 14 homolog
204021_s_at	0.981837	7.58e-01	0.317989	-6.47489	0.0941289	PURA	purine rich element binding protein A
209712_at	0.981837	7.59e-01	0.317929	-6.47491	0.0619394	SLC35D1	solute carrier family 35 member D1
214617_at	0.981837	7.59e-01	0.317908	-6.47492	0.1115827	PRF1	perforin 1
207553_at	0.981837	7.59e-01	-0.317884	-6.47493	-0.0969901	OPRK1	opioid receptor kappa 1
220364_at	0.981837	7.59e-01	-0.317801	-6.47496	-0.2259906	EPB41L4A-AS2	EPB41L4A antisense RNA 2 (head to head)
206754_s_at	0.981837	7.59e-01	0.317678	-6.475	0.2303352	CYP2B7P///CYP2B6	cytochrome P450 family 2 subfamily B member 7, pseudogene///cytochrome P450 family 2 subfamily B member 6
217946_s_at	0.981837	7.59e-01	0.317663	-6.475	0.0617082	SAE1	SUMO1 activating enzyme subunit 1
219985_at	0.981837	7.59e-01	0.317637	-6.47501	0.1833429	HS3ST3A1	heparan sulfate-glucosamine 3-sulfotransferase 3A1
211505_s_at	0.981837	7.59e-01	-0.317416	-6.47509	-0.0779459	STAU1	staufen double-stranded RNA binding protein 1
211237_s_at	0.981837	7.59e-01	-0.317398	-6.47509	-0.2030819	FGFR4	fibroblast growth factor receptor 4
217516_x_at	0.981837	7.59e-01	0.317391	-6.4751	0.0983124	ARVCF	armadillo repeat gene deleted in velocardiofacial syndrome
204721_s_at	0.981837	7.59e-01	-0.317389	-6.4751	-0.203728	DNAJC6	DnaJ heat shock protein family (Hsp40) member C6
217128_s_at	0.981837	7.59e-01	0.317388	-6.4751	0.1147463	CAMK1G	calcium/calmodulin dependent protein kinase IG
210303_at	0.981837	7.59e-01	0.317344	-6.47511	0.3188523	MAB21L2	mab-21 like 2
222206_s_at	0.9818413	7.59e-01	-0.31728	-6.47513	-0.2553517	NCLN	nicalin
215071_s_at	0.9818503	7.59e-01	-0.317202	-6.47516	-0.167245	HIST1H2AC	histone cluster 1, H2ac
210944_s_at	0.9818503	7.59e-01	-0.31715	-6.47518	-0.0732198	CAPN3	calpain 3
204594_s_at	0.9819803	7.59e-01	0.316914	-6.47526	0.0588945	MIEF1	mitochondrial elongation factor 1
215832_x_at	0.9819803	7.59e-01	0.316892	-6.47527	0.1632118	PICALM	phosphatidylinositol binding clathrin assembly protein
209707_at	0.9819813	7.59e-01	0.316741	-6.47532	0.0892021	PIGK	phosphatidylinositol glycan anchor biosynthesis class K
214339_s_at	0.9819813	7.59e-01	-0.31671	-6.47533	-0.0799791	MAP4K1	mitogen-activated protein kinase kinase kinase kinase 1
218946_at	0.9819813	7.59e-01	0.316705	-6.47533	0.0540258	NFU1	NFU1 iron-sulfur cluster scaffold
211734_s_at	0.9819813	7.59e-01	-0.31665	-6.47535	-0.1504863	FCER1A	Fc fragment of IgE receptor Ia
209151_x_at	0.9819872	7.60e-01	0.316572	-6.47538	0.3038423	TCF3	transcription factor 3
221633_at	0.9819872	7.60e-01	-0.316434	-6.47543	-0.0946015	NCAPH2	non-SMC condensin II complex subunit H2
202065_s_at	0.9819872	7.60e-01	-0.316353	-6.47545	-0.0816065	PPFIA1	PTPRF interacting protein alpha 1
202312_s_at	0.9819872	7.60e-01	0.316343	-6.47546	0.1076418	COL1A1	collagen type I alpha 1 chain
202061_s_at	0.9819872	7.60e-01	-0.31631	-6.47547	-0.0647919	SEL1L	SEL1L ERAD E3 ligase adaptor subunit
37012_at	0.9819872	7.60e-01	-0.316077	-6.47555	-0.0545844	CAPZB	capping actin protein of muscle Z-line beta subunit
222228_s_at	0.9819872	7.60e-01	0.316023	-6.47557	0.0573922	ALKBH4	alkB homolog 4, lysine demethylase
215403_at	0.9819872	7.60e-01	-0.31598	-6.47558	-0.2155454		
202784_s_at	0.9819872	7.60e-01	0.315929	-6.4756	0.1051819	NNT	nicotinamide nucleotide transhydrogenase
213864_s_at	0.9819872	7.60e-01	-0.315924	-6.4756	-0.0545695	NAP1L1	nucleosome assembly protein 1 like 1
212503_s_at	0.9819872	7.60e-01	-0.315878	-6.47562	-0.0735687	DIP2C	disco interacting protein 2 homolog C
204935_at	0.9819872	7.60e-01	0.315863	-6.47562	0.2311031	PTPN2	protein tyrosine phosphatase, non-receptor type 2
221814_at	0.9819872	7.60e-01	0.315845	-6.47563	0.0700197	ADGRA2	adhesion G protein-coupled receptor A2
201071_x_at	0.9819872	7.60e-01	-0.315801	-6.47564	-0.0482412	SF3B1	splicing factor 3b subunit 1
218732_at	0.9819986	7.60e-01	-0.315728	-6.47567	-0.055839	PTRH2	peptidyl-tRNA hydrolase 2
213480_at	0.9822495	7.60e-01	-0.315403	-6.47578	-0.055485	VAMP4	vesicle associated membrane protein 4
219523_s_at	0.9823645	7.61e-01	-0.315221	-6.47584	-0.1300015	TENM3	teneurin transmembrane protein 3
217477_at	0.9823846	7.61e-01	0.315016	-6.47591	0.0604526	PIP5K1B	phosphatidylinositol-4-phosphate 5-kinase type 1 beta
202167_s_at	0.9823846	7.61e-01	-0.314981	-6.47592	-0.0717716	MMS19	MMS19 homolog, cytosolic iron-sulfur assembly component
219966_x_at	0.9823846	7.61e-01	-0.314967	-6.47593	-0.1055788	BANP	BTG3 associated nuclear protein
219407_s_at	0.9823846	7.61e-01	0.314959	-6.47593	0.2837362	LAMC3	laminin subunit gamma 3
203163_at	0.9823936	7.61e-01	-0.314831	-6.47598	-0.1394707	KATNB1	katanin regulatory subunit B1
200860_s_at	0.9823936	7.61e-01	0.314829	-6.47598	0.0503269	CNOT1	CCR4-NOT transcription complex subunit 1
219139_s_at	0.9824446	7.61e-01	-0.314704	-6.47602	-0.2150661	CROCCP3	ciliary rootlet coiled-coil, rootletin pseudogene 3
217909_s_at	0.9824446	7.61e-01	-0.314655	-6.47604	-0.0966293	MLX	MLX, MAX dimerization protein
202891_at	0.9824596	7.61e-01	-0.314578	-6.47606	-0.0852203	NIT1	nitrilase 1
214147_at	0.9824864	7.61e-01	0.31449	-6.47609	0.0674544	MROH7	maestro heat like repeat family member 7
218053_at	0.9825004	7.61e-01	-0.314415	-6.47612	-0.0913956	PRPF40A	pre-mRNA processing factor 40 homolog A
218838_s_at	0.9826926	7.61e-01	0.314151	-6.47621	0.0844492	TTC31	tetratricopeptide repeat domain 31
201588_at	0.9827129	7.61e-01	-0.31407	-6.47624	-0.061267	TXNL1	thioredoxin like 1
215088_s_at	0.9827235	7.61e-01	0.31393	-6.47628	0.0507091	SDHC	succinate dehydrogenase complex subunit C
217793_at	0.9827235	7.61e-01	-0.313896	-6.47629	-0.105156	RAB11B	RAB11B, member RAS oncogene family
205408_at	0.9827235	7.61e-01	0.313878	-6.4763	0.0673881	MLLT10	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 10
219512_at	0.9827506	7.62e-01	0.313737	-6.47635	0.0988336	DSN1	DSN1 homolog, MIS12 kinetochore complex component
201904_s_at	0.9827506	7.62e-01	0.313671	-6.47637	0.2563372	CTDSPL	CTD small phosphatase like
210684_s_at	0.9827506	7.62e-01	-0.313624	-6.47639	-0.2064303	DLG4	discs large MAGUK scaffold protein 4
212561_at	0.9827506	7.62e-01	-0.313608	-6.47639	-0.1114569	DENND5A	DENN domain containing 5A
215554_at	0.9828167	7.62e-01	-0.313432	-6.47645	-0.3568889	GPLD1	glycosylphosphatidylinositol specific phospholipase D1
219343_at	0.9828167	7.62e-01	0.313378	-6.47647	0.08785	CDC37L1	cell division cycle 37 like 1
209563_x_at	0.9828167	7.62e-01	-0.313243	-6.47652	-0.0680985	CALM3///CALM2///CALM1	calmodulin 3///calmodulin 2///calmodulin 1
221359_at	0.9828167	7.62e-01	-0.313229	-6.47652	-0.2008463	GDNF	glial cell derived neurotrophic factor
206602_s_at	0.9828167	7.62e-01	0.31322	-6.47652	0.2273724	LOC401021///HOXD4///HOXD3	uncharacterized LOC401021///homeobox D4///homeobox D3
216980_s_at	0.9828167	7.62e-01	-0.313177	-6.47654	-0.2013823	SPN	sialophorin
207608_x_at	0.9828339	7.62e-01	-0.313099	-6.47657	-0.0743773	CYP1A2	cytochrome P450 family 1 subfamily A member 2
218776_s_at	0.982845	7.62e-01	0.313027	-6.47659	0.0625936	TMEM62	transmembrane protein 62
215896_at	0.9829402	7.62e-01	0.312824	-6.47666	0.1314094		
207213_s_at	0.9829402	7.62e-01	-0.312662	-6.47671	-0.1250501	USP2	ubiquitin specific peptidase 2
210933_s_at	0.9829402	7.62e-01	0.312654	-6.47672	0.2912855	FSCN1	fascin actin-bundling protein 1
207272_at	0.9829402	7.62e-01	0.312649	-6.47672	0.1995225	ZNF80	zinc finger protein 80
210922_at	0.9829402	7.62e-01	0.312567	-6.47675	0.0744154		
216867_s_at	0.9829402	7.63e-01	-0.31246	-6.47678	-0.132294	PDGFA	platelet derived growth factor subunit A
219044_at	0.9829402	7.63e-01	0.312406	-6.4768	0.1895412	THNSL2	threonine synthase like 2
200842_s_at	0.9829402	7.63e-01	-0.3124	-6.4768	-0.0562498	EPRS	glutamyl-prolyl-tRNA synthetase
212152_x_at	0.9829402	7.63e-01	-0.312384	-6.47681	-0.0701559	ARID1A	AT-rich interaction domain 1A
202927_at	0.9829481	7.63e-01	-0.312262	-6.47685	-0.1216816	PIN1	peptidylprolyl cis/trans isomerase, NIMA-interacting 1
208755_x_at	0.9829481	7.63e-01	0.312225	-6.47686	0.0655769	H3F3AP4///H3F3B///H3F3A	H3 histone, family 3A, pseudogene 4///H3 histone, family 3B///H3 histone, family 3A
210630_s_at	0.9829481	7.63e-01	-0.312195	-6.47687	-0.2090976	RAD52	RAD52 homolog, DNA repair protein
211474_s_at	0.9829832	7.63e-01	0.312091	-6.47691	0.0519211	SERPINB6	serpin family B member 6
216566_at	0.9829832	7.63e-01	-0.312038	-6.47693	-0.113315	IGLL5///IGLV@	immunoglobulin lambda like polypeptide 5///immunoglobulin lambda variable cluster
213084_x_at	0.9830271	7.63e-01	-0.311931	-6.47696	-0.0440819	SNORD42A///RPL23A	small nucleolar RNA, C/D box 42A///ribosomal protein L23a
207815_at	0.9830292	7.63e-01	-0.311826	-6.477	-0.3692879	PF4V1	platelet factor 4 variant 1
205783_at	0.9830292	7.63e-01	0.311782	-6.47701	0.0826512	KLK13	kallikrein related peptidase 13
215671_at	0.9830292	7.63e-01	0.311693	-6.47704	0.1784918	PDE4B	phosphodiesterase 4B
204308_s_at	0.9830292	7.63e-01	-0.311688	-6.47704	-0.0506467	TECPR2	tectonin beta-propeller repeat containing 2
206740_x_at	0.9830889	7.63e-01	0.311565	-6.47709	0.0948592	SYCP1	synaptonemal complex protein 1
208245_at	0.9833842	7.64e-01	0.31104	-6.47726	0.1878829	RAB9BP1	RAB9B, member RAS oncogene family pseudogene 1
201773_at	0.9833842	7.64e-01	0.31102	-6.47727	0.0592751	ADNP	activity dependent neuroprotector homeobox
211765_x_at	0.9833842	7.64e-01	-0.310998	-6.47728	-0.0454765	PPIA	peptidylprolyl isomerase A
202807_s_at	0.9833842	7.64e-01	0.310922	-6.4773	0.0725517	TOM1	target of myb1 membrane trafficking protein
200060_s_at	0.9833842	7.64e-01	0.310815	-6.47734	0.0495216	RNPS1	RNA binding protein with serine rich domain 1
203267_s_at	0.9833842	7.64e-01	0.310775	-6.47735	0.1527428	DRG2	developmentally regulated GTP binding protein 2
214303_x_at	0.9833842	7.64e-01	-0.310676	-6.47739	-0.0898462	MUC5AC	mucin 5AC, oligomeric mucus/gel-forming
91703_at	0.9833842	7.64e-01	0.310596	-6.47741	0.215685	EHBP1L1	EH domain binding protein 1 like 1
212355_at	0.9833842	7.64e-01	0.310533	-6.47743	0.0517197	KHNYN	KH and NYN domain containing
212122_at	0.9833842	7.64e-01	-0.310493	-6.47745	-0.0898288	RHOQ	ras homolog family member Q
209776_s_at	0.9833842	7.64e-01	0.310436	-6.47747	0.2851332	SLC19A1	solute carrier family 19 member 1
219511_s_at	0.9833842	7.64e-01	0.31031	-6.47751	0.2316915	SNCAIP	synuclein alpha interacting protein
219496_at	0.9833842	7.64e-01	0.310238	-6.47753	0.0631182	SOWAHC	sosondowah ankyrin repeat domain family member C
218677_at	0.9833842	7.64e-01	-0.309985	-6.47762	-0.1097248	S100A14	S100 calcium binding protein A14
202278_s_at	0.9833842	7.64e-01	0.309982	-6.47762	0.1139942	SPTLC1	serine palmitoyltransferase long chain base subunit 1
200699_at	0.9833842	7.64e-01	-0.309937	-6.47764	-0.0497152	KDELR2	KDEL endoplasmic reticulum protein retention receptor 2
203902_at	0.9833842	7.64e-01	-0.309904	-6.47765	-0.2612145	HEPH	hephaestin
203266_s_at	0.9833842	7.64e-01	0.309893	-6.47765	0.0537094	MAP2K4	mitogen-activated protein kinase kinase 4
215320_at	0.9833842	7.64e-01	-0.309858	-6.47766	-0.145224	SPATA31C2	SPATA31 subfamily C member 2
210413_x_at	0.9833842	7.64e-01	-0.30984	-6.47767	-0.1960859	SERPINB4///SERPINB3	serpin family B member 4///serpin family B member 3
216055_at	0.9833842	7.65e-01	0.30974	-6.4777	0.07286	PDGFB	platelet derived growth factor subunit B
219025_at	0.9833842	7.65e-01	-0.309716	-6.47771	-0.0801881	CD248	CD248 molecule
206832_s_at	0.9833842	7.65e-01	0.30963	-6.47774	0.2573728	SEMA3F	semaphorin 3F
220732_at	0.9833842	7.65e-01	0.309628	-6.47774	0.0966108	PREX2	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2
203569_s_at	0.9833842	7.65e-01	0.3096	-6.47775	0.1137546	OFD1	OFD1, centriole and centriolar satellite protein
205030_at	0.9833842	7.65e-01	-0.309361	-6.47783	-0.0971388	FABP7	fatty acid binding protein 7
205768_s_at	0.9833842	7.65e-01	0.309126	-6.47791	0.3124153	SLC27A2	solute carrier family 27 member 2
209094_at	0.9833842	7.65e-01	0.309095	-6.47792	0.0607689	DDAH1	dimethylarginine dimethylaminohydrolase 1
211106_at	0.9833842	7.65e-01	0.30904	-6.47794	0.1006383	SUPT3H	SPT3 homolog, SAGA and STAGA complex component
216744_at	0.9833842	7.65e-01	-0.309015	-6.47795	-0.2015146		
219901_at	0.9833842	7.65e-01	0.308976	-6.47796	0.085074	FGD6	FYVE, RhoGEF and PH domain containing 6
211766_s_at	0.9833842	7.65e-01	0.308969	-6.47796	0.1519174	PNLIPRP2	pancreatic lipase related protein 2 (gene/pseudogene)
203190_at	0.9833842	7.65e-01	-0.308928	-6.47797	-0.0573601	MIR7113///MIR4691///NDUFS8	microRNA 7113///microRNA 4691///NADH:ubiquinone oxidoreductase core subunit S8
211689_s_at	0.9833842	7.65e-01	0.3089	-6.47798	0.1245054	TMPRSS2	transmembrane protease, serine 2
203672_x_at	0.9833842	7.65e-01	0.308893	-6.47799	0.0967697	TPMT	thiopurine S-methyltransferase
210632_s_at	0.9833842	7.65e-01	0.308837	-6.47801	0.1089751	SGCA	sarcoglycan alpha
202498_s_at	0.9833842	7.65e-01	-0.308755	-6.47803	-0.1880103	SLC2A3	solute carrier family 2 member 3
204707_s_at	0.9833842	7.65e-01	0.308721	-6.47804	0.1599689	MAPK4	mitogen-activated protein kinase 4
212486_s_at	0.9833842	7.65e-01	0.308656	-6.47807	0.0835841	FYN	FYN proto-oncogene, Src family tyrosine kinase
214484_s_at	0.9833842	7.65e-01	0.308584	-6.47809	0.2664525	SIGMAR1	sigma non-opioid intracellular receptor 1
208765_s_at	0.9833842	7.65e-01	-0.308574	-6.47809	-0.1388769	HNRNPR	heterogeneous nuclear ribonucleoprotein R
221455_s_at	0.9833842	7.65e-01	-0.30854	-6.4781	-0.1329654	LOC101929777///WNT3	uncharacterized LOC101929777///Wnt family member 3
217417_at	0.9833842	7.65e-01	0.308514	-6.47811	0.2489821	MYO5A	myosin VA
205385_at	0.9833842	7.65e-01	-0.308486	-6.47812	-0.2703241	MDM2	MDM2 proto-oncogene
217406_at	0.9833842	7.66e-01	-0.308321	-6.47818	-0.045974		
203400_s_at	0.9833842	7.66e-01	0.308259	-6.4782	0.2644531	TF	transferrin
58308_at	0.9833842	7.66e-01	0.308225	-6.47821	0.0642566	TRIM62	tripartite motif containing 62
204892_x_at	0.9833842	7.66e-01	-0.308182	-6.47822	-0.0440204	EEF1A1	eukaryotic translation elongation factor 1 alpha 1
218806_s_at	0.9833842	7.66e-01	0.30818	-6.47823	0.124635	VAV3	vav guanine nucleotide exchange factor 3
211537_x_at	0.9833842	7.66e-01	0.308138	-6.47824	0.0585537	MAP3K7	mitogen-activated protein kinase kinase kinase 7
216680_s_at	0.9833842	7.66e-01	0.308116	-6.47825	0.0912391	EPHB4	EPH receptor B4
204859_s_at	0.9833842	7.66e-01	-0.308071	-6.47826	-0.0811121	APAF1	apoptotic peptidase activating factor 1
202596_at	0.9833842	7.66e-01	-0.308063	-6.47826	-0.05397	ENSA	endosulfine alpha
217882_at	0.9834402	7.66e-01	-0.30793	-6.47831	-0.0479897	EMC3	ER membrane protein complex subunit 3
